season,event_name,event_id,school,wrestler_name,weight_class,place,points_scored,wins,losses,matches_wrestled
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Aniseta Acosta,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Eastern Oregon,Anna Rodriguez,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Anna Krejsa,123,6th,14.0,4,3,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Ariana Pereira,155,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Ariana Martinez,116,8th,7.5,2,3,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Arieana Arias,116,Did not place,2.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Ashley Lekas,170,1st,24.5,5,0,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Doane,Aspen Barber,155,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Wayland Baptist,Audalie Cruz,101,6th,14.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Avery Ashley,116,6th,13.5,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Ottawa,Aynsley Fink,109,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Bella Amaro,143,3rd,15.5,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Siena Heights,Bo Geibe,170,5th,17.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Doane,Bridgette Sotomayor,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Bryce White,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Caitlyn Davis,155,1st,23.0,5,0,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Cameron Ortiz,123,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Camille Fournier,116,2nd,19.5,3,1,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Carley Anderson,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Carolina Moreno,130,1st,28.5,5,0,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Carolina Rios,123,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Catharine Campbell,123,8th,8.5,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Catherine Steinkamp,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Chamira Cooper,170,6th,12.5,4,3,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Chloe Herrick,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Doane,Cristelle Rodriguez,123,1st,28.0,5,0,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Cydney Bassett,155,Did not place,2.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Desinee Lopez,136,Did not place,5.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Desiree Jones,143,Did not place,3.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Destiny Campbell,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Devin Patton,130,3rd,20.0,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Devyn Gomez,101,8th,11.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Diana Gonzalez,109,6th,9.0,2,3,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Elisa Falcetti,155,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Baker,Elisa Robinson,191,8th,11.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Elizabeth Duvall,130,8th,9.5,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Elizabeth Dosado,101,Did not place,2.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Evergreen,Ellabelle Taylor,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Ellyana Kuzma,130,Did not place,6.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Midland,Emily Paulino,123,Did not place,4.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Emma Shreiber,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Emma Walker,143,2nd,18.0,3,1,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Emma Baertlein,109,3rd,17.0,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Emma Jones,116,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Evergreen,Erica Grant,130,Did not place,5.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Erin Hikiji,101,2nd,23.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Midland,Esther Walker,101,4th,14.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Faith Macharia,170,8th,11.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Fernanda Lopez,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Evergreen,Flor Parker-Borreo,155,6th,13.0,2,3,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Gabriella Perez,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,St. Andrews,Gabrielle Holloway,170,Did not place,1.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Gabrielle Medeiros,109,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Friends,Gianna Moreno,136,5th,18.5,5,2,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Grace Doering,170,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Gracie Elliott,109,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Haidyn Snyder,155,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Hailey Holland,109,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Haley Narahara,123,7th,10.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Icart Galumette,116,5th,15.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Eastern Oregon,Irma Retano,116,Did not place,3.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Isabelle Hawley,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Isabelle Asuncion,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Isabelle Silva,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Baker,Jaclyn Daley,170,Did not place,1.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Jalynn Patino,136,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Brewton Parker,Jamesa Robinson,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Jamilah McBryde,143,1st,26.0,4,0,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Janiah Jones,130,5th,12.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Baker,Jannell Avila,191,7th,8.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Jasmine Howard,109,2nd,20.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Wayland Baptist,Jo'Neisha Kennedy,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Waldorf,Joanna Hendricks,191,2nd,22.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Joanna Vanderwood,123,4th,14.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Josette Partney,155,4th,16.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Josie Davis,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Judy Sandoval,109,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Baptist,Juliana Diaz,116,1st,23.5,4,0,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Kacey Lee-Pua,170,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Kailey Rees,143,Did not place,2.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Kaitlin Castro,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Kaley Rice,170,Did not place,3.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Kalila Shrive,170,3rd,19.5,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Doane,Karina Vang,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Karly Scott,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Katelyn Lewis,170,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Baker,Katherine Heath,116,3rd,19.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Kaydince Turner,136,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Kayla Mckinley-Johnson,101,3rd,20.5,5,1,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Kaylee Annis,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Wayland Baptist,Keilani Guillermo,136,Did not place,2.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Kendra Thompson,155,8th,11.0,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Doane,Kenisha Jacsaint,191,Did not place,4.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Krista Warren,143,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Baker,Kylee Slyter,109,Did not place,5.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Larissa Kaz,123,Did not place,6.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Latifah McBryde,155,2nd,23.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Leilani Hernandez,155,Did not place,5.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,St. Mary,Lessly Sandoval,191,6th,14.5,3,3,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Liana Ferreira,101,5th,17.5,5,2,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Vanguard,Lillian Avalos,130,4th,17.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Central Methodist,Lilly Gough,136,Did not place,1.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Vanguard,Lily El-Masri,170,Did not place,4.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Lisa Hoeflich,155,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Liv Villanueva,109,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Eastern Oregon,Liv Wieber,155,5th,13.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Ottawa,Livia Swift,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Vanguard,Loretta Lopez,123,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Louisa Schwab,130,7th,12.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Madeline Welch,191,Did not place,1.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Madeline Santana,130,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Madison Diaz,143,4th,14.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Maggie Graham,170,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Wayland Baptist,Mahogoney Casel,170,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Maia Crumb,143,Did not place,6.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Indiana Tech,Makayla Young,101,7th,9.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Makayla Munoz,143,Did not place,1.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Maquoia Bernabe,191,4th,18.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Maria Slaughter,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Dickinson State,Marish Wahl,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Marissa Jimenez,143,Did not place,3.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Southern Oregon,Marissa Kurtz,116,7th,10.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Marissa Patterson,191,Did not place,2.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Avila,Markayla Lottie,116,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Mattison Parker,136,Did not place,3.0,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Maya Davis,123,2nd,19.5,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Texas Wesleyan,Mea Mohler,143,5th,16.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Morningside,Melissa De La Torre,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Mia Palumbo,109,1st,23.0,4,0,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Micah Fisher,143,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,William Penn,Naida Abdijanovic,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Naomi Duenas,191,5th,17.0,5,2,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Natalia Posada,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Evergreen,Nizhoni Tallman,109,Did not place,3.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Central Methodist,Nonnie Justice,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Grand View,Olivia Brown,191,3rd,19.5,6,1,7
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Olivia Messerly,130,Did not place,3.5,2,2,4
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Eastern Oregon,Paige Chafin,123,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Paige Respico,130,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Paige Morales,109,4th,14.0,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Lourdes,Payton Curley,170,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Wayland Baptist,Payton Sholander,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Ottawa,Peyton Hand,130,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Vanguard,Piper Hall,136,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Presley McCandlish,155,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Ottawa,Randie Scoon,143,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Jamestown,Rayana Sahagun,109,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Hastings,Reagen Gallaway,143,7th,12.5,4,2,6
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Campbellsville,Riley Banyas,101,Did not place,2.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Riley Dalrymple,130,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Vanguard,River Todd,136,8th,7.5,2,3,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Oklahoma City,Ryann Rumsey,191,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Providence,Sadie Antoque,155,7th,6.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Sage Beltran,101,Did not place,0.0,0,2,2
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Cumberlands,Saiheron Preciado-Meza,170,Did not place,3.5,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Menlo,Samantha Barragan,136,Did not place,7.5,3,2,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Jarvis Christian,Samyra Thomas,191,Did not place,4.0,1,2,3
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Life,Sarah Savidge,130,2nd,21.0,4,1,5
2024,2024 NAIA Women's National Championships,a5e77281-e231-4ead-a5a8-1142233226d8,Missouri Valley,Serenity De La Garza,143,8th,9.5,3,3,6
